Year_founded,Country_Only,Industry
1957,germany,mechanical or industrial engineering
2004,spain,entertainment
2005,spain,legal services
2002,united states,staffing and recruiting
1986,netherlands,higher education
1975,indonesia,non-profit organization management
2014,united states,staffing and recruiting
2001,south africa,mining & metals
2011,united states,capital markets
1986,united states,construction
2012,saudi arabia,computer software
1975,canada,education management
2015,italy,architecture & planning
2014,united states,marketing and advertising
2010,ireland,medical devices
2010,united kingdom,computer software
2011,united states,human resources
2010,india,retail
1970,united states,architecture & planning
1999,singapore,information technology and services
2000,poland,information technology and services
2005,turkey,construction
2006,germany,legal services
1972,united states,electrical/electronic manufacturing
1974,united states,machinery
2009,india,information technology and services
2015,france,internet
2006,united states,financial services
1998,united states,sports
1997,united kingdom,computer software
1988,united states,accounting
2014,united states,apparel & fashion
1999,india,information technology and services
2004,democratic republic of the congo,marketing and advertising
2011,united states,marketing and advertising
2002,united states,internet
1992,brazil,information technology and services
1983,united states,business supplies and equipment
2010,india,information technology and services
1963,spain,entertainment
2000,belgium,real estate
1974,netherlands,wholesale
1915,united states,education management
2010,sweden,financial services
1996,united states,semiconductors
1984,united states,real estate
2012,united states,commercial real estate
2013,united states,mechanical or industrial engineering
2009,venezuela,construction
2004,united states,publishing
1995,chile,management consulting
1960,australia,civil engineering
1878,united states,sporting goods
2008,denmark,entertainment
2007,united kingdom,security and investigations
1998,united states,hospital & health care
2012,ireland,wholesale
1918,italy,mechanical or industrial engineering
2008,united states,construction
2013,spain,civic & social organization
2011,poland,insurance
2003,united states,staffing and recruiting
2001,united states,hospitality
1953,united states,wholesale
2014,malaysia,marketing and advertising
1958,denmark,automotive
1997,israel,telecommunications
2010,united kingdom,computer & network security
1972,italy,automotive
1992,united kingdom,"leisure, travel & tourism"
1990,united states,wholesale
1996,united states,computer software
2010,netherlands,hospitality
1999,united states,medical devices
1998,india,design
2008,united kingdom,architecture & planning
1965,united states,commercial real estate
1989,norway,music
2007,brazil,environmental services
1994,netherlands,restaurants
2001,united states,hospitality
1999,united states,non-profit organization management
2012,brazil,investment management
2006,israel,law practice
2014,united kingdom,education management
1986,belgium,broadcast media
1971,united kingdom,telecommunications
2010,united states,computer & network security
2009,spain,renewables & environment
2008,united states,entertainment
1997,india,aviation & aerospace
1983,united states,marketing and advertising
2010,united states,chemicals
2002,united kingdom,internet
1989,netherlands,professional training & coaching
1883,united kingdom,mechanical or industrial engineering
2005,netherlands,printing
2009,india,media production
2003,switzerland,information technology and services
1992,south korea,legal services
2011,united states,hospital & health care
2013,belgium,publishing
2009,united states,political organization
2011,germany,newspapers
2017,united states,staffing and recruiting
1989,united states,environmental services
1997,turkey,translation and localization
2008,romania,real estate
1981,united states,marketing and advertising
2009,united states,real estate
1997,germany,public policy
1979,united states,legal services
2004,united states,entertainment
2008,united states,restaurants
2012,united kingdom,public safety
2008,italy,sports
1974,united states,retail
1976,united states,construction
2007,italy,civil engineering
2014,india,information technology and services
2004,united states,design
2000,united states,construction
2012,united states,"health, wellness and fitness"
1984,canada,marketing and advertising
1972,japan,construction
1956,australia,events services
1997,venezuela,oil & energy
2005,united states,education management
2016,kuwait,oil & energy
2013,united kingdom,international affairs
2012,united states,computer games
2006,kazakhstan,information technology and services
2009,united states,real estate
1980,united states,aviation & aerospace
1898,united states,furniture
2001,united states,marketing and advertising
2015,netherlands,"health, wellness and fitness"
2005,united states,"health, wellness and fitness"
2012,ireland,publishing
2007,romania,information technology and services
2017,india,motion pictures and film
2006,united states,financial services
2010,united kingdom,consumer goods
2013,sweden,management consulting
2014,united states,retail
2010,united states,legal services
1963,united states,machinery
2009,united states,medical practice
2003,united kingdom,staffing and recruiting
2007,south africa,financial services
