latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
53.746967,-1.478299,British Oak Inn,Point(-1.478299 53.746967),,,http://www.wikidata.org/entity/Q61915935,,http://www.wikidata.org/entity/Q145,
53.748802,-1.50777,Coach and Horses Inn,Point(-1.50777 53.748803),,,http://www.wikidata.org/entity/Q61915936,,http://www.wikidata.org/entity/Q145,
53.748466,-1.480236,Hare and Hounds Inn,Point(-1.480236 53.748467),,,http://www.wikidata.org/entity/Q61915937,,http://www.wikidata.org/entity/Q145,
53.742786,-1.498944,Rosebud Inn,Point(-1.498944 53.742787),,,http://www.wikidata.org/entity/Q61915938,,http://www.wikidata.org/entity/Q145,
53.749714,-1.480229,Salute at the White Swan,Point(-1.480229 53.749715),,,http://www.wikidata.org/entity/Q61915939,,http://www.wikidata.org/entity/Q145,
53.75011,-1.643681,Brewers Fayre Old Brickworks,Point(-1.643681 53.750109),,,http://www.wikidata.org/entity/Q61915974,,http://www.wikidata.org/entity/Q145,
53.757256,-1.66115,Spotted Cow,Point(-1.66115 53.757255),,,http://www.wikidata.org/entity/Q61915975,,http://www.wikidata.org/entity/Q145,
53.751766,-1.64947,The New Inn,Point(-1.64947 53.751768),,,http://www.wikidata.org/entity/Q61915976,,http://www.wikidata.org/entity/Q145,
53.74883,-1.664962,The Railway,Point(-1.664962 53.748828),,,http://www.wikidata.org/entity/Q61915977,,http://www.wikidata.org/entity/Q145,
53.7637,-1.648593,Valley Inn,Point(-1.648593 53.763697),,,http://www.wikidata.org/entity/Q61915978,,http://www.wikidata.org/entity/Q145,
53.81341,-1.67063,Bay Horse Inn,Point(-1.67063 53.813413),,,http://www.wikidata.org/entity/Q61916228,,http://www.wikidata.org/entity/Q145,
53.825996,-1.680254,Calverley Arms,Point(-1.680254 53.825995),,,http://www.wikidata.org/entity/Q61916232,,http://www.wikidata.org/entity/Q145,
53.812363,-1.67173,Number Thirty Three,Point(-1.67173 53.812364),,,http://www.wikidata.org/entity/Q61916235,,http://www.wikidata.org/entity/Q145,
53.814983,-1.670192,The Fleece,Point(-1.670192 53.814985),,,http://www.wikidata.org/entity/Q61916240,,http://www.wikidata.org/entity/Q145,
53.81237,-1.671109,The Old Hall Hotel,Point(-1.671109 53.812372),,,http://www.wikidata.org/entity/Q61916243,,http://www.wikidata.org/entity/Q145,
49.431767,15.225884,Q61917163,Point(15.2258842 49.4317672),,,http://www.wikidata.org/entity/Q61917163,,http://www.wikidata.org/entity/Q213,
53.73552,-1.50489,Gardeners Arms,Point(-1.50489 53.73552),,,http://www.wikidata.org/entity/Q61923361,,http://www.wikidata.org/entity/Q145,
53.741096,-1.508073,Halfway House,Point(-1.508073 53.741097),,,http://www.wikidata.org/entity/Q61923362,,http://www.wikidata.org/entity/Q145,
53.725742,-1.495613,The Castle,Point(-1.495613 53.725742),,,http://www.wikidata.org/entity/Q61923363,,http://www.wikidata.org/entity/Q145,
53.747887,-1.452192,New Masons Arms,Point(-1.452192 53.747888),,,http://www.wikidata.org/entity/Q61923389,,http://www.wikidata.org/entity/Q145,
53.75061,-1.45037,Old Masons Arms,Point(-1.45037 53.750612),,,http://www.wikidata.org/entity/Q61923390,,http://www.wikidata.org/entity/Q145,
53.748306,-1.45433,The Three Horse Shoes,Point(-1.45433 53.748307),,,http://www.wikidata.org/entity/Q61923392,,http://www.wikidata.org/entity/Q145,
53.745834,-1.451868,Toby Carvery,Point(-1.451868 53.745833),,,http://www.wikidata.org/entity/Q61923393,,http://www.wikidata.org/entity/Q145,
53.83187,-1.39433,Gascoigne Arms,Point(-1.39433 53.83187),,,http://www.wikidata.org/entity/Q61923530,,http://www.wikidata.org/entity/Q145,
53.831955,-1.393585,The Black Swan,Point(-1.393585 53.831956),,,http://www.wikidata.org/entity/Q61923531,,http://www.wikidata.org/entity/Q145,
53.82874,-1.393755,The New Inn,Point(-1.393755 53.828739),,,http://www.wikidata.org/entity/Q61923532,,http://www.wikidata.org/entity/Q145,
53.73861,-1.54315,Falconers Rest,Point(-1.54315 53.738608),,,http://www.wikidata.org/entity/Q61923559,,http://www.wikidata.org/entity/Q145,
53.743317,-1.543875,The New Middleton,Point(-1.543875 53.743315),,,http://www.wikidata.org/entity/Q61923560,,http://www.wikidata.org/entity/Q145,
53.74793,-1.557063,The Plantation,Point(-1.557063 53.74793),,,http://www.wikidata.org/entity/Q61923561,,http://www.wikidata.org/entity/Q145,
