latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
52.742687,-3.884654,Cellar Bar of The Torrent Walk Hotel,Point(-3.884654 52.742686),,,http://www.wikidata.org/entity/Q29484629,,http://www.wikidata.org/entity/Q145,
52.74273,-3.8846111,Cellar Bar of The Torrent Walk Hotel,Point(-3.884611129 52.742730482),,,http://www.wikidata.org/entity/Q29484629,,http://www.wikidata.org/entity/Q145,
51.85932,-3.137023,"Bar to The Bear Hotel, High Street",Point(-3.1370229 51.859322),,,http://www.wikidata.org/entity/Q29486236,,http://www.wikidata.org/entity/Q145,
42.81748,-1.6480256,Q29632363,Point(-1.648025661 42.817478519),2013-12-01T00:00:00Z,,http://www.wikidata.org/entity/Q29632363,,http://www.wikidata.org/entity/Q29,
40.42377,-3.7017584,Q30070624,Point(-3.701758333 40.423769444),1892-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q30070624,,http://www.wikidata.org/entity/Q29,
40.41488,-3.7014194,"Villa-Rosa, Madrid",Point(-3.70141944 40.41488056),1911-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q30086996,,http://www.wikidata.org/entity/Q29,
53.700535,-1.7803361,"Albert Theatre & Opera House, Brighouse",Point(-1.780336111 53.700533333),,,http://www.wikidata.org/entity/Q33083980,,http://www.wikidata.org/entity/Q145,
47.78126,9.61345,House Marienplatz 19,Point(9.61345 47.78126),,,http://www.wikidata.org/entity/Q34368539,,http://www.wikidata.org/entity/Q183,
52.38167,4.63615,Brinkmann,Point(4.63615 52.38167),,,http://www.wikidata.org/entity/Q38281267,,http://www.wikidata.org/entity/Q55,
45.44382,9.205309,Bar Luce,Point(9.2053092 45.4438227),2015-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q41753116,,http://www.wikidata.org/entity/Q38,
40.40381,-3.690886,"Bodegas Rosell, Madrid",Point(-3.690886 40.40381),1920-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q41958101,,http://www.wikidata.org/entity/Q29,
51.92777,6.584147,Café Schiller,Point(6.584147 51.927767),,,http://www.wikidata.org/entity/Q42163909,,http://www.wikidata.org/entity/Q55,
53.07661,8.806648,Q42196518,Point(8.806648 53.0766102),,,http://www.wikidata.org/entity/Q42196518,,http://www.wikidata.org/entity/Q183,
52.36564,4.8974943,De Lellebel,Point(4.897494444 52.365638888),,,http://www.wikidata.org/entity/Q42328465,,http://www.wikidata.org/entity/Q55,
50.848938,4.347197,Q42417179,Point(4.347197222 50.848938888),,,http://www.wikidata.org/entity/Q42417179,,http://www.wikidata.org/entity/Q31,
50.852776,4.3552113,Taverne L'Espérance,Point(4.355211111 50.852775),1874-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q42417632,,http://www.wikidata.org/entity/Q31,
50.84906,4.347542,Q42418572,Point(4.347541666 50.849061111),1892-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q42418572,,http://www.wikidata.org/entity/Q31,
