latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
33.365555,130.24174,Kumanokawa Onsen,Point(130.24175 33.365555555),,,http://www.wikidata.org/entity/Q11567807,,http://www.wikidata.org/entity/Q17,
36.872223,138.76973,Kaikake Onsen,Point(138.769722 36.872222),,,http://www.wikidata.org/entity/Q11634467,,http://www.wikidata.org/entity/Q17,
36.8145,138.72163,Akayu Onsen,Point(138.721638888 36.8145),,,http://www.wikidata.org/entity/Q11635795,,http://www.wikidata.org/entity/Q17,
34.565723,136.08514,Q11635844,Point(136.085138888 34.565722222),,,http://www.wikidata.org/entity/Q11635844,,http://www.wikidata.org/entity/Q17,
37.956722,139.67186,Q11666689,Point(139.671861111 37.956722222),,,http://www.wikidata.org/entity/Q11666689,,http://www.wikidata.org/entity/Q17,
35.528057,138.75883,Fuji Kawaguchiko Onsen,Point(138.758833 35.528056),1992-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q17211390,,http://www.wikidata.org/entity/Q17,
34.107445,131.09789,Q17225833,Point(131.097888888 34.107444444),,,http://www.wikidata.org/entity/Q17225833,,http://www.wikidata.org/entity/Q17,
35.624943,134.80539,Koman,Point(134.80538889 35.62494444),0717-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q28504101,,http://www.wikidata.org/entity/Q17,
35.183723,137.15192,Q51998402,Point(137.151916666 35.183722222),,,http://www.wikidata.org/entity/Q51998402,,http://www.wikidata.org/entity/Q17,
35.34661,137.27794,Q51998620,Point(137.277944444 35.346611111),,,http://www.wikidata.org/entity/Q51998620,,http://www.wikidata.org/entity/Q17,
35.46703,137.40419,Q52044406,Point(137.404194444 35.467027777),,,http://www.wikidata.org/entity/Q52044406,,http://www.wikidata.org/entity/Q17,
34.75589,133.79909,Q52044735,Point(133.799083333 34.755888888),,,http://www.wikidata.org/entity/Q52044735,,http://www.wikidata.org/entity/Q17,
34.467945,132.11441,Q52046019,Point(132.114416666 34.467944444),,,http://www.wikidata.org/entity/Q52046019,,http://www.wikidata.org/entity/Q17,
34.04689,131.96889,Q52058887,Point(131.968888888 34.046888888),,,http://www.wikidata.org/entity/Q52058887,,http://www.wikidata.org/entity/Q17,
34.599834,132.20845,Q52062907,Point(132.208444444 34.599833333),,,http://www.wikidata.org/entity/Q52062907,,http://www.wikidata.org/entity/Q17,
35.638416,137.50575,Q52100182,Point(137.50575 35.638416666),,,http://www.wikidata.org/entity/Q52100182,,http://www.wikidata.org/entity/Q17,
35.410915,137.19492,Q52112170,Point(137.194916666 35.410916666),,,http://www.wikidata.org/entity/Q52112170,,http://www.wikidata.org/entity/Q17,
34.47339,134.27516,Q52157986,Point(134.275166666 34.473388888),,,http://www.wikidata.org/entity/Q52157986,,http://www.wikidata.org/entity/Q17,
37.18525,139.08603,Q52184045,Point(139.086027777 37.18525),,,http://www.wikidata.org/entity/Q52184045,,http://www.wikidata.org/entity/Q17,
36.58439,137.59859,Q52364839,Point(137.598583333 36.584388888),,,http://www.wikidata.org/entity/Q52364839,,http://www.wikidata.org/entity/Q17,
35.96086,139.62402,Q52367288,Point(139.624027777 35.960861111),,,http://www.wikidata.org/entity/Q52367288,,http://www.wikidata.org/entity/Q17,
39.374527,140.04489,Q52382619,Point(140.044888888 39.374527777),,,http://www.wikidata.org/entity/Q52382619,,http://www.wikidata.org/entity/Q17,
36.889473,137.86436,Q52382895,Point(137.864361111 36.889472222),,,http://www.wikidata.org/entity/Q52382895,,http://www.wikidata.org/entity/Q17,
36.78997,138.954,Tanigawa Onsen,Point(138.954 36.789972222),,,http://www.wikidata.org/entity/Q52383236,,http://www.wikidata.org/entity/Q17,
35.954224,136.87991,Q52983368,Point(136.879916666 35.954222222),,,http://www.wikidata.org/entity/Q52983368,,http://www.wikidata.org/entity/Q17,
35.957832,136.89444,Q52983426,Point(136.894444444 35.957833333),,,http://www.wikidata.org/entity/Q52983426,,http://www.wikidata.org/entity/Q17,
35.07936,140.098,Futomi Yumoto Onsen,Point(140.098 35.079361111),,,http://www.wikidata.org/entity/Q52984346,,http://www.wikidata.org/entity/Q17,
39.345085,140.77144,Q53066574,Point(140.771444444 39.345083333),,,http://www.wikidata.org/entity/Q53066574,,http://www.wikidata.org/entity/Q17,
39.27561,140.71973,Q53067258,Point(140.719722222 39.275611111),,,http://www.wikidata.org/entity/Q53067258,,http://www.wikidata.org/entity/Q17,
39.32536,140.78319,Q53067607,Point(140.783194444 39.325361111),,,http://www.wikidata.org/entity/Q53067607,,http://www.wikidata.org/entity/Q17,
39.172943,141.13914,Q53067921,Point(141.139138888 39.172944444),,,http://www.wikidata.org/entity/Q53067921,,http://www.wikidata.org/entity/Q17,
39.31464,140.776,Q53074902,Point(140.776 39.314638888),,,http://www.wikidata.org/entity/Q53074902,,http://www.wikidata.org/entity/Q17,
