latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
51.820618,5.831422,Q36423562,Point(5.831422 51.820619),,,http://www.wikidata.org/entity/Q36423562,,http://www.wikidata.org/entity/Q55,
40.670506,-82.31552,Cowen Truck Line,Point(-82.315525 40.670507),,,http://www.wikidata.org/entity/Q42796518,,http://www.wikidata.org/entity/Q30,
42.610554,27.385555,Q52216129,Point(27.385555555 42.610555555),,,http://www.wikidata.org/entity/Q52216129,,http://www.wikidata.org/entity/Q219,
36.033722,138.30975,Q52997359,Point(138.30975 36.033722222),,,http://www.wikidata.org/entity/Q52997359,,http://www.wikidata.org/entity/Q17,
41.65706,-0.889779,Churrería el Gancho,Point(-0.889779 41.657059),,,http://www.wikidata.org/entity/Q54862871,,http://www.wikidata.org/entity/Q29,
41.656284,-0.888257,Churreria El Jalón,Point(-0.888257 41.656285),,,http://www.wikidata.org/entity/Q54862882,,http://www.wikidata.org/entity/Q29,
36.694515,137.83849,BASE Hakuba,Point(137.838491666 36.694516666),,,http://www.wikidata.org/entity/Q55579380,,http://www.wikidata.org/entity/Q17,
50.07273,14.446118,SVĚT–HUB,Point(14.4461183 50.0727317),,,http://www.wikidata.org/entity/Q55657858,,http://www.wikidata.org/entity/Q213,
45.763885,4.853732,Tubà,Point(4.853732 45.763887),,,http://www.wikidata.org/entity/Q61053148,,http://www.wikidata.org/entity/Q142,
50.84547,4.3572917,BeCentral,Point(4.357291666 50.845469444),2017-04-01T00:00:00Z,,http://www.wikidata.org/entity/Q61201918,,http://www.wikidata.org/entity/Q31,
50.84547,4.3572917,BeCentral,Point(4.357291666 50.845469444),2017-10-09T00:00:00Z,,http://www.wikidata.org/entity/Q61201918,,http://www.wikidata.org/entity/Q31,
52.09299,5.1116266,Social Impact Factory,Point(5.1116268 52.092992),,,http://www.wikidata.org/entity/Q61465855,,http://www.wikidata.org/entity/Q55,
61.50351,23.720078,Q76385965,Point(23.720077 61.503511),1883-01-01T00:00:00Z,chemical industry,http://www.wikidata.org/entity/Q76385965,http://www.wikidata.org/entity/Q207652,http://www.wikidata.org/entity/Q33,
61.50351,23.720078,Q76385965,Point(23.720077 61.503511),1883-01-01T00:00:00Z,chemical industry,http://www.wikidata.org/entity/Q76385965,http://www.wikidata.org/entity/Q207652,http://www.wikidata.org/entity/Q62633,
61.503338,23.733913,Q76385979,Point(23.733914 61.503336),1890-01-01T00:00:00Z,machine industry,http://www.wikidata.org/entity/Q76385979,http://www.wikidata.org/entity/Q1957908,http://www.wikidata.org/entity/Q33,
61.503338,23.733913,Q76385979,Point(23.733914 61.503336),1890-01-01T00:00:00Z,machine industry,http://www.wikidata.org/entity/Q76385979,http://www.wikidata.org/entity/Q1957908,http://www.wikidata.org/entity/Q62633,
61.491756,23.752293,Klingendahl Oy,Point(23.752293 61.491755),1893-01-01T00:00:00Z,textile industry,http://www.wikidata.org/entity/Q76385999,http://www.wikidata.org/entity/Q607081,http://www.wikidata.org/entity/Q33,
61.491756,23.752293,Klingendahl Oy,Point(23.752293 61.491755),1900-01-01T00:00:00Z,textile industry,http://www.wikidata.org/entity/Q76385999,http://www.wikidata.org/entity/Q607081,http://www.wikidata.org/entity/Q33,
61.491756,23.752293,Klingendahl Oy,Point(23.752293 61.491755),1893-01-01T00:00:00Z,textile industry,http://www.wikidata.org/entity/Q76385999,http://www.wikidata.org/entity/Q607081,http://www.wikidata.org/entity/Q62633,
61.491756,23.752293,Klingendahl Oy,Point(23.752293 61.491755),1900-01-01T00:00:00Z,textile industry,http://www.wikidata.org/entity/Q76385999,http://www.wikidata.org/entity/Q607081,http://www.wikidata.org/entity/Q62633,
35.176147,136.8866,Nagono Campus,Point(136.8866 35.176146),,,http://www.wikidata.org/entity/Q78754620,,,
61.50283,23.777212,Q78879019,Point(23.777212916 61.50283177),1899-01-01T00:00:00Z,machine industry,http://www.wikidata.org/entity/Q78879019,http://www.wikidata.org/entity/Q1957908,http://www.wikidata.org/entity/Q33,
