latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
40.719017,-8.698578,Pousada da Ria,Point(-8.69857778 40.71901667),,,http://www.wikidata.org/entity/Q10352197,,http://www.wikidata.org/entity/Q45,
39.3632,-9.1573,Q10352208,Point(-9.1573 39.3632),,,http://www.wikidata.org/entity/Q10352208,,http://www.wikidata.org/entity/Q45,
41.1425,-8.574722,Pousada do Porto Freixo Palace Hotel,Point(-8.574722 41.1425),,,http://www.wikidata.org/entity/Q10352215,,http://www.wikidata.org/entity/Q45,
41.64778,-8.184818,Pousada da Caniçada,Point(-8.184818 41.647783),,,http://www.wikidata.org/entity/Q10352216,,http://www.wikidata.org/entity/Q45,
-23.55886,-46.66225,Renaissance São Paulo Hotel,Point(-46.66225 -23.558861111),,,http://www.wikidata.org/entity/Q10359230,,http://www.wikidata.org/entity/Q155,
1.29053,103.86005,The Ritz-Carlton Millenia Singapore,Point(103.86005 1.29053),1996-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q10363091,,http://www.wikidata.org/entity/Q334,
59.33134,18.04515,Amaranten,Point(18.04515 59.33134167),1969-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q10407361,,http://www.wikidata.org/entity/Q34,
57.75516,16.64247,Q10413022,Point(16.64246944 57.75516111),,,http://www.wikidata.org/entity/Q10413022,,http://www.wikidata.org/entity/Q34,
57.935276,11.583333,Q10428351,Point(11.58333333 57.93527778),,,http://www.wikidata.org/entity/Q10428351,,http://www.wikidata.org/entity/Q34,
58.40278,13.821111,Billingehus,Point(13.82111111 58.40277778),,,http://www.wikidata.org/entity/Q10429642,,http://www.wikidata.org/entity/Q34,
53.283485,-6.44155,Citywest Hotel,Point(-6.44155 53.283485),,,http://www.wikidata.org/entity/Q10453584,,,
59.3347,18.053036,Clarion Hotel Sign,Point(18.05303611 59.3347),2008-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q10454565,,http://www.wikidata.org/entity/Q34,
59.307274,18.074863,Clarion Hotel Stockholm,Point(18.07486389 59.30727222),2003-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q10454566,,http://www.wikidata.org/entity/Q34,
59.372276,16.515734,Q10457450,Point(16.51573333 59.37227778),,,http://www.wikidata.org/entity/Q10457450,,http://www.wikidata.org/entity/Q34,
55.512,9.71009,Q10457606,Point(9.71009 55.512),1990-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q10457606,,http://www.wikidata.org/entity/Q35,
