latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
34.9875,135.74583,Umekoji Potel Kyoto,Point(135.745833333 34.9875),,,http://www.wikidata.org/entity/Q100253376,,http://www.wikidata.org/entity/Q17,
35.01361,135.67334,"Suiran, a Luxury Collection Hotel, Kyoto",Point(135.673333333 35.013611111),,,http://www.wikidata.org/entity/Q100253452,,http://www.wikidata.org/entity/Q17,
35.009445,135.76028,Ace Hotel Kyoto,Point(135.760277777 35.009444444),,,http://www.wikidata.org/entity/Q100253504,,http://www.wikidata.org/entity/Q17,
35.00911,135.7739,Kyoto Yura Hotel MGllery,Point(135.773888888 35.009111111),,,http://www.wikidata.org/entity/Q100254216,,http://www.wikidata.org/entity/Q17,
35.011665,135.74916,Kyoto Yura Hotel Nijo Jo Bettei MGallery,Point(135.749166666 35.011666666),,,http://www.wikidata.org/entity/Q100255513,,http://www.wikidata.org/entity/Q17,
35.01361,135.67667,Muni Kyoto,Point(135.676666666 35.013611111),,,http://www.wikidata.org/entity/Q100255625,,http://www.wikidata.org/entity/Q17,
35.013332,135.7525,Hotel The Mitsui Kyoto,Point(135.7525 35.013333333),,,http://www.wikidata.org/entity/Q100256040,,http://www.wikidata.org/entity/Q17,
36.606167,-117.14659,Stovepipe Wells Village Hotel,Point(-117.14659 36.606168),,,http://www.wikidata.org/entity/Q100269479,,http://www.wikidata.org/entity/Q30,
51.86919,12.59352,Piesteritzer Hof,Point(12.59352 51.86919),,,http://www.wikidata.org/entity/Q100277071,,http://www.wikidata.org/entity/Q183,
43.21599,-121.782616,Dawson House Lodge,Point(-121.782612 43.21599),1929-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q100294865,,http://www.wikidata.org/entity/Q30,
-32.66935,118.155655,Kulin Hotel,Point(118.155654 -32.669349),1919-04-01T00:00:00Z,,http://www.wikidata.org/entity/Q100332414,,http://www.wikidata.org/entity/Q408,
47.319153,8.578801,Q100372727,Point(8.578801 47.319151),,,http://www.wikidata.org/entity/Q100372727,,http://www.wikidata.org/entity/Q39,
53.590508,6.6595535,Villa Victoria,Point(6.659553377 53.590506235),,,http://www.wikidata.org/entity/Q100375589,,http://www.wikidata.org/entity/Q183,
-32.781696,117.49998,Wickepin Hotel,Point(117.499977 -32.781696),1909-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q100402474,,http://www.wikidata.org/entity/Q408,
52.50939,13.49807,Hotel Nova,Point(13.49807 52.50939),,,http://www.wikidata.org/entity/Q100696943,,http://www.wikidata.org/entity/Q183,
52.37452,13.54169,B&B Hotel Berlin-Airport,Point(13.54169 52.37452),,,http://www.wikidata.org/entity/Q100781491,,http://www.wikidata.org/entity/Q183,
35.998333,-111.9875,Grand View Hotel,Point(-111.9875 35.998333333),1897-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q100874219,,http://www.wikidata.org/entity/Q30,
50.047447,15.763683,Q100926837,Point(15.7636833 50.0474472),,,http://www.wikidata.org/entity/Q100926837,,http://www.wikidata.org/entity/Q213,
29.960981,31.24822,Holiday Inn Cairo Maadi,Point(31.24822 29.960982),,,http://www.wikidata.org/entity/Q100941408,,http://www.wikidata.org/entity/Q79,
30.06042,31.419039,Royal Maxim Palace Kempinski Cairo,Point(31.419039 30.060419),,,http://www.wikidata.org/entity/Q100942733,,http://www.wikidata.org/entity/Q79,
-33.040752,-71.62895,Q100977318,Point(-71.628951 -33.040753),1923-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q100977318,,http://www.wikidata.org/entity/Q298,
-21.389772,-42.695328,Hotel Cataguases,Point(-42.6953274 -21.389773),,,http://www.wikidata.org/entity/Q100980643,,http://www.wikidata.org/entity/Q155,
50.8314,10.58831,Kurhaus Felsenstein,Point(10.58831 50.8314),,,http://www.wikidata.org/entity/Q100980658,,http://www.wikidata.org/entity/Q183,
54.153145,11.725642,Schloss am Meer,Point(11.725642 54.153146),,,http://www.wikidata.org/entity/Q101012520,,http://www.wikidata.org/entity/Q183,
33.5025,-81.96889,Hampton Terrace Hotel,Point(-81.968888888 33.5025),,,http://www.wikidata.org/entity/Q101049460,,,
38.9331,-74.9179,The Chalfonte Hotel,Point(-74.9179 38.9331),,,http://www.wikidata.org/entity/Q101063029,,,
53.961983,-1.0841472,"Dean Court Hotel, York",Point(-1.0841472 53.961982),,,http://www.wikidata.org/entity/Q101072832,,http://www.wikidata.org/entity/Q145,
35.517677,24.01267,SanSal Boutique Hotel,Point(24.012671 35.517677),,,http://www.wikidata.org/entity/Q101113174,,http://www.wikidata.org/entity/Q41,
-36.998665,144.06873,Royal Hotel,Point(144.068722222 -36.998666666),1862-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56261156,,http://www.wikidata.org/entity/Q408,
45.81293,9.08018,Hotel Metropole Suisse,Point(9.08018 45.81293),,,http://www.wikidata.org/entity/Q56261157,,http://www.wikidata.org/entity/Q38,
39.916046,116.35309,The Westin Beijing Financial Street,Point(116.353089 39.916047),,,http://www.wikidata.org/entity/Q56271895,,http://www.wikidata.org/entity/Q148,
-31.885527,116.76628,Faversham House,Point(116.766279 -31.885526),1907-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56276228,,http://www.wikidata.org/entity/Q408,
59.436943,24.742834,Hotel St. Petersbourg,Point(24.742833333 59.436944444),,,http://www.wikidata.org/entity/Q56295549,,http://www.wikidata.org/entity/Q191,
43.732864,7.417959,Hotel Ambassador,Point(7.417959 43.732865),,,http://www.wikidata.org/entity/Q56300870,,http://www.wikidata.org/entity/Q235,
46.457664,6.8498054,Grand Hôtel du Lac,Point(6.8498052 46.4576637),1868-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56302667,,http://www.wikidata.org/entity/Q39,
45.434097,12.3434725,Hotel Londra Palace,Point(12.3434722 45.4340985),,,http://www.wikidata.org/entity/Q56308132,,http://www.wikidata.org/entity/Q38,
45.441494,12.330114,Palazzo Bacchini delle Palme,Point(12.3301148 45.441495),1961-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56309493,,http://www.wikidata.org/entity/Q38,
45.81355,9.08187,Albergo Terminus,Point(9.08187 45.81355),,,http://www.wikidata.org/entity/Q56316692,,http://www.wikidata.org/entity/Q38,
45.82831,9.07017,Hotel Villa Flori,Point(9.07017 45.82831),,,http://www.wikidata.org/entity/Q56316728,,http://www.wikidata.org/entity/Q38,
45.81148,9.07924,Posta Design Hotel,Point(9.07924 45.81148),,,http://www.wikidata.org/entity/Q56316734,,http://www.wikidata.org/entity/Q38,
45.81355,9.08137,Vista Palazzo Lake of Como,Point(9.08137 45.81355),,,http://www.wikidata.org/entity/Q56316753,,http://www.wikidata.org/entity/Q38,
45.435875,12.344652,Palazzo Zorzi Liassidi,Point(12.34465241 45.43587526),,,http://www.wikidata.org/entity/Q56323578,,http://www.wikidata.org/entity/Q38,
-36.57397,143.86758,Charlie Napier Hotel,Point(143.867583333 -36.573972222),1874-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56332135,,http://www.wikidata.org/entity/Q408,
36.691612,137.212,ANA Crowne Plaza Toyama,Point(137.212 36.691611111),,,http://www.wikidata.org/entity/Q56348531,,http://www.wikidata.org/entity/Q17,
37.91861,139.05917,ANA Crowne Plaza Niigata,Point(139.059166666 37.918611111),,,http://www.wikidata.org/entity/Q56348611,,http://www.wikidata.org/entity/Q17,
34.697056,135.18716,Kobe Kitano Hotel,Point(135.187166666 34.697055555),,,http://www.wikidata.org/entity/Q56348826,,http://www.wikidata.org/entity/Q17,
47.809277,35.186417,Q56357103,Point(35.186416666 47.809277777),,,http://www.wikidata.org/entity/Q56357103,,,
50.4514,30.5275,Q56360683,Point(30.5275 50.4514),,,http://www.wikidata.org/entity/Q56360683,,http://www.wikidata.org/entity/Q212,
60.32522,24.729698,Hotel Korpilampi,Point(24.729698611 60.325218888),1977-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56400270,,http://www.wikidata.org/entity/Q33,
61.485283,21.799074,Hotel Juhana Herttua,Point(21.799074 61.485281),,,http://www.wikidata.org/entity/Q56403031,,http://www.wikidata.org/entity/Q33,
60.167603,24.941082,Hotel Marski,Point(24.94108227 60.167602209),,,http://www.wikidata.org/entity/Q56404064,,http://www.wikidata.org/entity/Q33,
59.97725,10.6555,hotel Lysebu,Point(10.6555 59.97725),,,http://www.wikidata.org/entity/Q56404631,,http://www.wikidata.org/entity/Q20,
61.808693,9.673445,Q56405662,Point(9.67344444 61.80869444),,,http://www.wikidata.org/entity/Q56405662,,http://www.wikidata.org/entity/Q20,
53.089916,11.477067,Burg Lenzen,Point(11.477067 53.089918),,,http://www.wikidata.org/entity/Q56410780,,http://www.wikidata.org/entity/Q183,
-37.81198,144.95956,399 Little Lonsdale Street,Point(144.9595578 -37.81198),,,http://www.wikidata.org/entity/Q56422859,,http://www.wikidata.org/entity/Q408,
30.689045,-88.04319,The Admiral Hotel,Point(-88.043192 30.689044),,,http://www.wikidata.org/entity/Q56426378,,http://www.wikidata.org/entity/Q30,
38.66553,-78.466125,The Mimslyn Inn,Point(-78.466126 38.665533),,,http://www.wikidata.org/entity/Q56426410,,http://www.wikidata.org/entity/Q30,
43.0473,-76.1539,Jefferson Clinton Hotel,Point(-76.1539 43.0473),,,http://www.wikidata.org/entity/Q56426498,,http://www.wikidata.org/entity/Q30,
34.54202,-112.46763,Hassayampa Inn,Point(-112.467631 34.542019),,,http://www.wikidata.org/entity/Q56426510,,http://www.wikidata.org/entity/Q30,
34.43787,-119.254845,Ojai Valley Inn,Point(-119.254845 34.43787),,,http://www.wikidata.org/entity/Q56426525,,http://www.wikidata.org/entity/Q30,
35.625553,-120.69206,Paso Robles Inn,Point(-120.6920596 35.6255528),1889-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426527,,http://www.wikidata.org/entity/Q30,
37.779133,-122.41519,Hotel Whitcomb,Point(-122.415188157 37.779133407),,,http://www.wikidata.org/entity/Q56426532,,http://www.wikidata.org/entity/Q30,
37.797085,-122.45788,Inn at the Presidio,Point(-122.457874808 37.797084424),,,http://www.wikidata.org/entity/Q56426534,,http://www.wikidata.org/entity/Q30,
32.8486,-117.27373,La Valencia Hotel,Point(-117.27373 32.848597),,,http://www.wikidata.org/entity/Q56426540,,http://www.wikidata.org/entity/Q30,
40.067516,-123.789986,Benbow Inn,Point(-123.789982 40.067516),,,http://www.wikidata.org/entity/Q56426541,,http://www.wikidata.org/entity/Q30,
31.626036,-111.043884,Tubac Golf Resort and Spa,Point(-111.043882 31.626036),,,http://www.wikidata.org/entity/Q56426550,,http://www.wikidata.org/entity/Q30,
61.21806,-149.90067,Hotel Captain Cook,Point(-149.900659 61.218058),,,http://www.wikidata.org/entity/Q56426556,,http://www.wikidata.org/entity/Q30,
37.271072,-107.88186,Strater Hotel,Point(-107.881861 37.271072),,,http://www.wikidata.org/entity/Q56426562,,http://www.wikidata.org/entity/Q30,
38.897076,-77.00947,Phoenix Park Hotel,Point(-77.009465 38.897077),1922-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426568,,http://www.wikidata.org/entity/Q30,
26.75245,-82.26066,The Gasparilla Inn & Club,Point(-82.260658 26.75245),,,http://www.wikidata.org/entity/Q56426580,,http://www.wikidata.org/entity/Q30,
25.809223,-80.12391,Casa Faena,Point(-80.123912 25.809224),1928-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426582,,http://www.wikidata.org/entity/Q30,
18.461313,-66.08102,The Condado Plaza Hilton,Point(-66.081014 18.461313),1963-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426620,,http://www.wikidata.org/entity/Q30,
32.77987,-79.93988,Wentworth Mansion,Point(-79.939878 32.779869),1886-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426624,,http://www.wikidata.org/entity/Q30,
33.493805,-112.35511,The Wigwam,Point(-112.355112 33.493805),,,http://www.wikidata.org/entity/Q56426680,,http://www.wikidata.org/entity/Q30,
41.501373,-72.0969,The Spa at Norwich Inn,Point(-72.096902 41.501373),,,http://www.wikidata.org/entity/Q56426688,,http://www.wikidata.org/entity/Q30,
39.79065,-75.58877,The Inn at Montchanin Village,Point(-75.58877 39.790651),,,http://www.wikidata.org/entity/Q56426691,,http://www.wikidata.org/entity/Q30,
33.504063,-111.96805,Royal Palms Resort and Spa,Point(-111.968045 33.504062),1929-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426752,,http://www.wikidata.org/entity/Q30,
32.75329,-97.33067,The Ashton Hotel,Point(-97.330672 32.753287),,,http://www.wikidata.org/entity/Q56426792,,http://www.wikidata.org/entity/Q30,
29.425146,-98.485115,The Crockett Hotel,Point(-98.485116 29.425147),1909-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426800,,http://www.wikidata.org/entity/Q30,
17.755735,-64.68362,The Buccaneer,Point(-64.68362 17.755736),1653-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426806,,http://www.wikidata.org/entity/Q30,
47.61219,-122.33807,Mayflower Park Hotel,Point(-122.33807 47.61219),1927-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56426826,,http://www.wikidata.org/entity/Q30,
37.415585,-79.1439,"The Virginian Lynchburg, Curio Collection by Hilton",Point(-79.143899 37.415583),,,http://www.wikidata.org/entity/Q56426849,,http://www.wikidata.org/entity/Q30,
20.870556,-156.68417,Pioneer Inn,Point(-156.684166666 20.870555555),,,http://www.wikidata.org/entity/Q56426868,,http://www.wikidata.org/entity/Q30,
38.760147,-77.79285,Airlie,Point(-77.792847 38.760148),,,http://www.wikidata.org/entity/Q56426906,,http://www.wikidata.org/entity/Q30,
37.268543,-76.70017,"Williamsburg Lodge, Autograph Collection, and Colonial Houses",Point(-76.700171 37.268545),,,http://www.wikidata.org/entity/Q56426911,,http://www.wikidata.org/entity/Q30,
