latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
53.107185,-1.562247,The Bell Inn (Incorporating 47 Cromford Hill And 31 North Street),Point(-1.562247 53.107185),,,http://www.wikidata.org/entity/Q26540828,,http://www.wikidata.org/entity/Q145,
53.107243,-1.5622606,The Bell Inn (Incorporating 47 Cromford Hill And 31 North Street),Point(-1.562260687 53.107240844),,,http://www.wikidata.org/entity/Q26540828,,http://www.wikidata.org/entity/Q145,
52.161705,-0.62891,Ye Three Fyshes Inn,Point(-0.62891 52.161704),,,http://www.wikidata.org/entity/Q26541232,,http://www.wikidata.org/entity/Q145,
52.162376,-0.62316,"Central Stores, Gable End And The Old Tinkers Inn",Point(-0.62316 52.162377),,,http://www.wikidata.org/entity/Q26541294,,http://www.wikidata.org/entity/Q145,
53.066013,-2.520067,"Vine Inn, Nantwich",Point(-2.520067 53.066013),,,http://www.wikidata.org/entity/Q26541414,,http://www.wikidata.org/entity/Q145,
50.28331,-3.778077,Seven Stars Inn,Point(-3.778077 50.283309),,,http://www.wikidata.org/entity/Q26541555,,http://www.wikidata.org/entity/Q145,
50.28364,-3.776549,Ship And Plough Inn,Point(-3.776549 50.283641),,,http://www.wikidata.org/entity/Q26541572,,http://www.wikidata.org/entity/Q145,
50.864292,-3.001434,Cotley Inn,Point(-3.001434 50.864292),,,http://www.wikidata.org/entity/Q26541574,,http://www.wikidata.org/entity/Q145,
51.76232,-0.560111,Former Castle Inn,Point(-0.560111 51.762321),,,http://www.wikidata.org/entity/Q26541754,,http://www.wikidata.org/entity/Q145,
51.350117,-1.99122,The Hare And Hounds Inn,Point(-1.99122 51.350115),,,http://www.wikidata.org/entity/Q26541900,,http://www.wikidata.org/entity/Q145,
50.81545,-0.368881,The Swan Inn,Point(-0.368881 50.815449),,,http://www.wikidata.org/entity/Q26542363,,http://www.wikidata.org/entity/Q145,
51.352688,-1.996547,Pelican Inn,Point(-1.996547 51.352687),,,http://www.wikidata.org/entity/Q26542419,,http://www.wikidata.org/entity/Q145,
50.810017,-0.374592,Former Victoria Inn,Point(-0.374592 50.810016),,,http://www.wikidata.org/entity/Q26542514,,http://www.wikidata.org/entity/Q145,
51.240776,0.517635,The Chequers Inn,Point(0.517635 51.240775),,,http://www.wikidata.org/entity/Q26542637,,http://www.wikidata.org/entity/Q145,
51.227955,1.404209,The Albion Inn,Point(1.404209 51.227954),,,http://www.wikidata.org/entity/Q26542755,,http://www.wikidata.org/entity/Q145,
51.352634,-1.992803,The White Bear Inn,Point(-1.992803 51.352635),,,http://www.wikidata.org/entity/Q26542959,,http://www.wikidata.org/entity/Q145,
51.35444,-1.99659,Old Crown Inn,Point(-1.99659 51.35444),,,http://www.wikidata.org/entity/Q26542963,,http://www.wikidata.org/entity/Q145,
52.86896,-1.352239,The Shakespeare Inn,Point(-1.352239 52.868962),,,http://www.wikidata.org/entity/Q26543395,,http://www.wikidata.org/entity/Q145,
50.951115,0.730292,The Crown Inn,Point(0.730292 50.951115),,,http://www.wikidata.org/entity/Q26543473,,http://www.wikidata.org/entity/Q145,
51.353893,-1.99425,Royal Oak Inn,Point(-1.99425 51.353892),,,http://www.wikidata.org/entity/Q26543554,,http://www.wikidata.org/entity/Q145,
50.95071,0.731735,The Mint and Ye Olde Bell Inn,Point(0.731735 50.950711),,,http://www.wikidata.org/entity/Q26543566,,http://www.wikidata.org/entity/Q145,
