ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
63351654,50.07475,14.431052,Hotel Lublaňka,Point(14.4310522 50.0747489),,,http://www.wikidata.org/entity/Q63351654,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel Lublaňka<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
63351683,50.073948,14.438494,Hotel Trevi,Point(14.4384936 50.0739478),,,http://www.wikidata.org/entity/Q63351683,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel Trevi<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
63352348,47.0617,-0.88071,Théâtre Municipal de Cholet,Point(-0.88071 47.0617),,,http://www.wikidata.org/entity/Q63352348,,http://www.wikidata.org/entity/Q142,France,,COMPANY: Théâtre Municipal de Cholet<br>COUNTRY: France<br>FOUNDATION: nan
63352674,-35.064648,148.10477,Criterion Hotel,Point(148.104771 -35.064649),,,http://www.wikidata.org/entity/Q63352674,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: Criterion Hotel<br>COUNTRY: Australia<br>FOUNDATION: nan
63352703,-35.065605,148.10712,Royal Hotel,Point(148.107115 -35.065606),,,http://www.wikidata.org/entity/Q63352703,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: Royal Hotel<br>COUNTRY: Australia<br>FOUNDATION: nan
63352720,-35.07507,148.10469,The Old Bridge Inn,Point(148.104691 -35.075068),,,http://www.wikidata.org/entity/Q63352720,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: The Old Bridge Inn<br>COUNTRY: Australia<br>FOUNDATION: nan
63352730,-35.075603,148.10304,Star Hotel,Point(148.103035 -35.075605),,,http://www.wikidata.org/entity/Q63352730,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: Star Hotel<br>COUNTRY: Australia<br>FOUNDATION: nan
63352788,-35.06485,148.10637,Gresham Hotel,Point(148.106376 -35.06485),,,http://www.wikidata.org/entity/Q63352788,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: Gresham Hotel<br>COUNTRY: Australia<br>FOUNDATION: nan
63352811,-35.063923,148.10413,Lotts Family Hotel,Point(148.10412 -35.063924),,,http://www.wikidata.org/entity/Q63352811,,http://www.wikidata.org/entity/Q408,Australia,,COMPANY: Lotts Family Hotel<br>COUNTRY: Australia<br>FOUNDATION: nan
63358384,30.0629,31.2278,St. Regis Cairo,Point(31.2278 30.0629),,,http://www.wikidata.org/entity/Q63358384,,http://www.wikidata.org/entity/Q79,Egypt,,COMPANY: St. Regis Cairo<br>COUNTRY: Egypt<br>FOUNDATION: nan
63372333,50.069546,14.449611,Hotel Aladin,Point(14.4496108 50.0695458),,,http://www.wikidata.org/entity/Q63372333,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel Aladin<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
63372813,50.071804,14.478215,Hotel Mars,Point(14.4782153 50.0718042),1961-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q63372813,,http://www.wikidata.org/entity/Q213,Czech Republic,1961,COMPANY: Hotel Mars<br>COUNTRY: Czech Republic<br>FOUNDATION: 1961
63384061,30.038755,31.2306,Kempinski Nile Hotel Cairo,Point(31.230601 30.038755),,,http://www.wikidata.org/entity/Q63384061,,http://www.wikidata.org/entity/Q79,Egypt,,COMPANY: Kempinski Nile Hotel Cairo<br>COUNTRY: Egypt<br>FOUNDATION: nan
63390128,30.056726,31.245928,Victoria Azur Hotel,Point(31.245927 30.056726),,,http://www.wikidata.org/entity/Q63390128,,http://www.wikidata.org/entity/Q79,Egypt,,COMPANY: Victoria Azur Hotel<br>COUNTRY: Egypt<br>FOUNDATION: nan
63400095,43.258,-2.926389,Q63400095,Point(-2.926388888 43.258),,,http://www.wikidata.org/entity/Q63400095,,http://www.wikidata.org/entity/Q29,Spain,,COMPANY: Q63400095<br>COUNTRY: Spain<br>FOUNDATION: nan
63412919,30.043367,31.232689,Garden City House Hotel,Point(31.232688 30.043367),,,http://www.wikidata.org/entity/Q63412919,,http://www.wikidata.org/entity/Q79,Egypt,,COMPANY: Garden City House Hotel<br>COUNTRY: Egypt<br>FOUNDATION: nan
63413007,30.046362,31.235386,Cleopatra Hotel,Point(31.235386 30.046362),,,http://www.wikidata.org/entity/Q63413007,,http://www.wikidata.org/entity/Q79,Egypt,,COMPANY: Cleopatra Hotel<br>COUNTRY: Egypt<br>FOUNDATION: nan
63440888,43.265415,-2.925111,Q63440888,Point(-2.925111111 43.265416666),,,http://www.wikidata.org/entity/Q63440888,,http://www.wikidata.org/entity/Q29,Spain,,COMPANY: Q63440888<br>COUNTRY: Spain<br>FOUNDATION: nan
63456687,50.080723,14.419638,Hotel Residence Spalena,Point(14.4196378 50.0807228),,,http://www.wikidata.org/entity/Q63456687,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel Residence Spalena<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
63456907,50.07955,14.419475,Hotel Garden Court,Point(14.4194747 50.0795517),,,http://www.wikidata.org/entity/Q63456907,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel Garden Court<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
63461986,50.080585,14.419667,Hotel U dvou zlatých klíčů,Point(14.4196672 50.0805856),,,http://www.wikidata.org/entity/Q63461986,,http://www.wikidata.org/entity/Q213,Czech Republic,,COMPANY: Hotel U dvou zlatých klíčů<br>COUNTRY: Czech Republic<br>FOUNDATION: nan
