ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
7885777,44.45025,-88.06017,Union House Hotel,Point(-88.06017 44.45025),1883-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q7885777,,http://www.wikidata.org/entity/Q30,United States of America,1883,COMPANY: Union House Hotel<br>COUNTRY: United States of America<br>FOUNDATION: 1883
7893977,40.746,-73.9903,Universal Hotel,Point(-73.9903 40.746),,,http://www.wikidata.org/entity/Q7893977,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Universal Hotel<br>COUNTRY: United States of America<br>FOUNDATION: nan
7901199,50.0744,6.04528,Urspelt Castle,Point(6.04528 50.0744),,,http://www.wikidata.org/entity/Q7901199,,http://www.wikidata.org/entity/Q32,Luxembourg,,COMPANY: Urspelt Castle<br>COUNTRY: Luxembourg<br>FOUNDATION: nan
7903424,59.5956,16.5639,Utter Inn,Point(16.5639 59.5956),,,http://www.wikidata.org/entity/Q7903424,,http://www.wikidata.org/entity/Q34,Sweden,,COMPANY: Utter Inn<br>COUNTRY: Sweden<br>FOUNDATION: nan
7905121,32.101112,20.05889,Uzu Hotel,Point(20.05888889 32.10111111),,,http://www.wikidata.org/entity/Q7905121,,http://www.wikidata.org/entity/Q1016,Libya,,COMPANY: Uzu Hotel<br>COUNTRY: Libya<br>FOUNDATION: nan
7908763,38.266388,-104.621666,Vail Hotel,Point(-104.621667 38.266389),,,http://www.wikidata.org/entity/Q7908763,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Vail Hotel<br>COUNTRY: United States of America<br>FOUNDATION: nan
7909492,43.9822,-117.245,Vale Hotel and Grand Opera House,Point(-117.245 43.9822),,,http://www.wikidata.org/entity/Q7909492,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Vale Hotel and Grand Opera House<br>COUNTRY: United States of America<br>FOUNDATION: nan
7910664,27.099443,-82.44722,Valencia Hotel and Arcade,Point(-82.447222 27.099444),,,http://www.wikidata.org/entity/Q7910664,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Valencia Hotel and Arcade<br>COUNTRY: United States of America<br>FOUNDATION: nan
7913081,40.98,-111.88472,VanFleet Hotel,Point(-111.884722 40.98),,,http://www.wikidata.org/entity/Q7913081,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: VanFleet Hotel<br>COUNTRY: United States of America<br>FOUNDATION: nan
7913348,60.0992,-149.438,Van Gilder Hotel,Point(-149.438 60.0992),,,http://www.wikidata.org/entity/Q7913348,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Van Gilder Hotel<br>COUNTRY: United States of America<br>FOUNDATION: nan
7913422,46.80611,-100.78778,Van Horn Hotel,Point(-100.787778 46.806111),,,http://www.wikidata.org/entity/Q7913422,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Van Horn Hotel<br>COUNTRY: United States of America<br>FOUNDATION: nan
7914536,39.3494,-78.9925,Vandiver-Trout-Clause House,Point(-78.9925 39.3494),,,http://www.wikidata.org/entity/Q7914536,,http://www.wikidata.org/entity/Q30,United States of America,,COMPANY: Vandiver-Trout-Clause House<br>COUNTRY: United States of America<br>FOUNDATION: nan
7921199,32.905,35.5506,Vered Hagalil,Point(35.5506 32.905),,,http://www.wikidata.org/entity/Q7921199,,http://www.wikidata.org/entity/Q801,Israel,,COMPANY: Vered Hagalil<br>COUNTRY: Israel<br>FOUNDATION: nan
