ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
29491714,51.48315,-3.1751506,Brannigan's including forecourt walls and railings,Point(-3.1751507 51.483151),,,http://www.wikidata.org/entity/Q29491714,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Brannigan's including forecourt walls and railings<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491723,51.49086,-3.2488525,The Quarry House,Point(-3.2488526 51.49086),,,http://www.wikidata.org/entity/Q29491723,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Quarry House<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491731,51.476532,-3.1771116,The Great Western,Point(-3.1771117 51.476531),,,http://www.wikidata.org/entity/Q29491731,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Great Western<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491733,51.47828,-3.1782722,Reflex,Point(-3.178272195 51.478280265),,,http://www.wikidata.org/entity/Q29491733,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Reflex<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491737,51.536602,-3.2050035,Fynnon Wen Public House,Point(-3.2050035 51.536602),,,http://www.wikidata.org/entity/Q29491737,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Fynnon Wen Public House<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491739,51.480457,-3.1784935,The Old Market Tavern,Point(-3.178493387 51.480455962),,,http://www.wikidata.org/entity/Q29491739,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Old Market Tavern<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491753,51.47926,-3.1806874,Jackson Hall,Point(-3.180687393 51.479258217),,,http://www.wikidata.org/entity/Q29491753,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Jackson Hall<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491781,51.531788,-3.1251328,The Unicorn Inn PH,Point(-3.125132918 51.531787621),,,http://www.wikidata.org/entity/Q29491781,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Unicorn Inn PH<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491781,51.531822,-3.125051,The Unicorn Inn PH,Point(-3.125051 51.531821),,,http://www.wikidata.org/entity/Q29491781,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Unicorn Inn PH<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491828,51.525692,-3.112316,White Hart PH,Point(-3.1123158 51.525693),,,http://www.wikidata.org/entity/Q29491828,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: White Hart PH<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491836,51.46414,-3.1651182,Eli Jenkins,Point(-3.1651181 51.464143),,,http://www.wikidata.org/entity/Q29491836,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Eli Jenkins<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491933,51.46232,-3.161356,The Waterguard,Point(-3.161355949 51.462317759),,,http://www.wikidata.org/entity/Q29491933,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Waterguard<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491942,51.479984,-3.1798792,The Alchemist,Point(-3.1798791 51.479983),,,http://www.wikidata.org/entity/Q29491942,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: The Alchemist<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491946,51.480915,-3.1936414,"The Wyndham Public House, 107 Cowbridge Road East, Canton",Point(-3.1936415 51.480914),,,http://www.wikidata.org/entity/Q29491946,,http://www.wikidata.org/entity/Q145,United Kingdom,,"COMPANY: The Wyndham Public House, 107 Cowbridge Road East, Canton<br>COUNTRY: United Kingdom<br>FOUNDATION: nan"
29491963,51.477406,-3.1776094,Coyote Ugly,Point(-3.1776094 51.477407),,,http://www.wikidata.org/entity/Q29491963,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Coyote Ugly<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29491985,51.479107,-3.179554,Zerodegrees,Point(-3.179554 51.479105),,,http://www.wikidata.org/entity/Q29491985,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Zerodegrees<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
29492119,53.319748,-3.494496,"Crescent Public House, Edward Henry Street (Ne Side)",Point(-3.494496 53.319747),,,http://www.wikidata.org/entity/Q29492119,,http://www.wikidata.org/entity/Q145,United Kingdom,,"COMPANY: Crescent Public House, Edward Henry Street (Ne Side)<br>COUNTRY: United Kingdom<br>FOUNDATION: nan"
