ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
56584968,52.433918,-1.558848,Impression Technologies (United Kingdom),Point(-1.558848 52.433917),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56584968,,http://www.wikidata.org/entity/Q145,United Kingdom,2013,COMPANY: Impression Technologies (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2013
56584982,51.50351,-0.096045,Avatr (United Kingdom),Point(-0.096045 51.503511),2015-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56584982,,http://www.wikidata.org/entity/Q145,United Kingdom,2015,COMPANY: Avatr (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2015
56584987,52.19282,0.176358,Inca Digital Printers (United Kingdom),Point(0.176358 52.192822),2005-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56584987,,http://www.wikidata.org/entity/Q145,United Kingdom,2005,COMPANY: Inca Digital Printers (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2005
56584991,51.520912,-0.119097,Industrial Light & Magic (United Kingdom),Point(-0.119097 51.520912),1975-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56584991,,http://www.wikidata.org/entity/Q145,United Kingdom,1975,COMPANY: Industrial Light & Magic (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 1975
56584995,51.411583,-2.594391,Industrial Phycology (United Kingdom),Point(-2.594391 51.411582),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56584995,,http://www.wikidata.org/entity/Q145,United Kingdom,2013,COMPANY: Industrial Phycology (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2013
56585000,51.56907,0.640794,Infotec ( United Kingdom),Point(0.640794 51.56907),,,http://www.wikidata.org/entity/Q56585000,,http://www.wikidata.org/entity/Q145,United Kingdom,,COMPANY: Infotec ( United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: nan
56585005,51.752445,-1.263889,Oxford Drug Design (United Kingdom),Point(-1.263889 51.752446),2001-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585005,,http://www.wikidata.org/entity/Q145,United Kingdom,2001,COMPANY: Oxford Drug Design (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2001
56585010,52.40218,-1.504307,InoCardia,Point(-1.504307 52.402178),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585010,,http://www.wikidata.org/entity/Q145,United Kingdom,2013,COMPANY: InoCardia<br>COUNTRY: United Kingdom<br>FOUNDATION: 2013
56585021,52.068764,-0.608872,It’s Fresh (United Kingdom),Point(-0.608872 52.068764),2010-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585021,,http://www.wikidata.org/entity/Q145,United Kingdom,2010,COMPANY: It’s Fresh (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2010
56585027,52.286,-1.539926,Inspection Technologies (United Kingdom),Point(-1.539926 52.286),2009-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585027,,http://www.wikidata.org/entity/Q145,United Kingdom,2009,COMPANY: Inspection Technologies (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2009
56585040,51.50945,-0.085561,Green Running (United Kingdom),Point(-0.085561 51.509448),2010-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585040,,http://www.wikidata.org/entity/Q145,United Kingdom,2010,COMPANY: Green Running (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2010
56585049,52.81372,-1.635491,Socotec (United Kingdom),Point(-1.635491 52.813719),1993-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585049,,http://www.wikidata.org/entity/Q145,United Kingdom,1993,COMPANY: Socotec (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 1993
56585053,52.39586,-2.241255,Greengineering (United Kingdom),Point(-2.241255 52.395858),2012-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585053,,http://www.wikidata.org/entity/Q145,United Kingdom,2012,COMPANY: Greengineering (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2012
56585066,51.873234,0.357914,Jasco (United Kingdom),Point(0.357914 51.873235),1958-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585066,,http://www.wikidata.org/entity/Q145,United Kingdom,1958,COMPANY: Jasco (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 1958
56585078,51.51603,-0.225057,GyroGear (United Kingdom),Point(-0.225057 51.51603),2015-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585078,,http://www.wikidata.org/entity/Q145,United Kingdom,2015,COMPANY: GyroGear (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2015
56585083,51.483162,-3.178159,Jellagen (United Kingdom),Point(-3.178159 51.483163),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585083,,http://www.wikidata.org/entity/Q145,United Kingdom,2013,COMPANY: Jellagen (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2013
56585088,51.512657,-0.129155,Jellybooks (United Kingdom),Point(-0.129155 51.512657),2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585088,,http://www.wikidata.org/entity/Q145,United Kingdom,2011,COMPANY: Jellybooks (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2011
56585093,52.93664,0.537596,Hutchinson (United Kingdom),Point(0.537596 52.936641),2003-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q56585093,,http://www.wikidata.org/entity/Q145,United Kingdom,2003,COMPANY: Hutchinson (United Kingdom)<br>COUNTRY: United Kingdom<br>FOUNDATION: 2003
55454462,12.81074,77.660736,Apotex (India),Point(77.660739 12.81074),1974-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454462,,http://www.wikidata.org/entity/Q668,India,1974,COMPANY: Apotex (India)<br>COUNTRY: India<br>FOUNDATION: 1974
55454467,19.11303,72.86587,Amgen (India),Point(72.865871 19.113029),,,http://www.wikidata.org/entity/Q55454467,,http://www.wikidata.org/entity/Q668,India,,COMPANY: Amgen (India)<br>COUNTRY: India<br>FOUNDATION: nan
55454468,-37.80526,145.03874,Amgen (Australia),Point(145.038744 -37.805261),1991-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454468,,http://www.wikidata.org/entity/Q408,Australia,1991,COMPANY: Amgen (Australia)<br>COUNTRY: Australia<br>FOUNDATION: 1991
55454470,50.858208,4.431417,Amgen (Belgium),Point(4.431417 50.858207),,,http://www.wikidata.org/entity/Q55454470,,http://www.wikidata.org/entity/Q31,Belgium,,COMPANY: Amgen (Belgium)<br>COUNTRY: Belgium<br>FOUNDATION: nan
55454473,28.46653,77.05773,Becton Dickinson (India),Point(77.057734 28.46653),1897-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454473,,http://www.wikidata.org/entity/Q668,India,1897,COMPANY: Becton Dickinson (India)<br>COUNTRY: India<br>FOUNDATION: 1897
55454474,1.310771,103.86437,Biotronik (Singapore),Point(103.864373 1.310771),,,http://www.wikidata.org/entity/Q55454474,,http://www.wikidata.org/entity/Q334,Singapore,,COMPANY: Biotronik (Singapore)<br>COUNTRY: Singapore<br>FOUNDATION: nan
55454475,28.53928,77.28927,Biotronik (India),Point(77.289269 28.53928),1963-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454475,,http://www.wikidata.org/entity/Q668,India,1963,COMPANY: Biotronik (India)<br>COUNTRY: India<br>FOUNDATION: 1963
55454479,19.076523,72.84989,Evotec (India),Point(72.849895 19.076523),1993-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454479,,http://www.wikidata.org/entity/Q668,India,1993,COMPANY: Evotec (India)<br>COUNTRY: India<br>FOUNDATION: 1993
55454482,37.5663,126.9385,Boehringer Ingelheim (South Korea),Point(126.938501 37.566298),1976-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454482,,http://www.wikidata.org/entity/Q884,South Korea,1976,COMPANY: Boehringer Ingelheim (South Korea)<br>COUNTRY: South Korea<br>FOUNDATION: 1976
55454484,25.058523,121.54012,Boehringer Ingelheim (Taiwan),Point(121.540125 25.058523),1975-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454484,,http://www.wikidata.org/entity/Q865,Taiwan,1975,COMPANY: Boehringer Ingelheim (Taiwan)<br>COUNTRY: Taiwan<br>FOUNDATION: 1975
55454486,19.009668,72.8357,Mondelēz International (India),Point(72.835699 19.009668),1948-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454486,,http://www.wikidata.org/entity/Q668,India,1948,COMPANY: Mondelēz International (India)<br>COUNTRY: India<br>FOUNDATION: 1948
55454487,40.345,-74.79418,Zydus Pharmaceuticals (United States),Point(-74.794183 40.345002),2002-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454487,,http://www.wikidata.org/entity/Q30,United States of America,2002,COMPANY: Zydus Pharmaceuticals (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2002
55454489,48.82991,2.267166,Janssen (France),Point(2.267166 48.829909),1959-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454489,,http://www.wikidata.org/entity/Q142,France,1959,COMPANY: Janssen (France)<br>COUNTRY: France<br>FOUNDATION: 1959
55454491,51.13045,6.735278,Janssen (Germany),Point(6.735278 51.13045),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454491,,http://www.wikidata.org/entity/Q183,Germany,1953,COMPANY: Janssen (Germany)<br>COUNTRY: Germany<br>FOUNDATION: 1953
55454493,47.498,19.021795,Janssen (Hungary),Point(19.021796 47.498002),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454493,,http://www.wikidata.org/entity/Q28,Hungary,1953,COMPANY: Janssen (Hungary)<br>COUNTRY: Hungary<br>FOUNDATION: 1953
55454496,53.29422,-6.359238,Janssen (Ireland),Point(-6.359238 53.29422),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454496,,http://www.wikidata.org/entity/Q27,Ireland,1953,COMPANY: Janssen (Ireland)<br>COUNTRY: Ireland<br>FOUNDATION: 1953
55454498,45.533943,9.272606,Janssen (Italy),Point(9.272606 45.533943),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454498,,http://www.wikidata.org/entity/Q38,Italy,1953,COMPANY: Janssen (Italy)<br>COUNTRY: Italy<br>FOUNDATION: 1953
55454500,19.118792,72.91407,Colgate-Palmolive (India),Point(72.91407 19.118792),1937-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454500,,http://www.wikidata.org/entity/Q668,India,1937,COMPANY: Colgate-Palmolive (India)<br>COUNTRY: India<br>FOUNDATION: 1937
55454501,52.166626,4.45652,Janssen (Netherlands),Point(4.45652 52.166627),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454501,,http://www.wikidata.org/entity/Q55,Netherlands,1953,COMPANY: Janssen (Netherlands)<br>COUNTRY: Netherlands<br>FOUNDATION: 1953
55454503,40.389217,-74.76196,Janssen (United States),Point(-74.761964 40.389218),1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454503,,http://www.wikidata.org/entity/Q30,United States of America,1953,COMPANY: Janssen (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1953
55454511,28.630066,77.24184,CliniRx (India),Point(77.241834 28.630065),2004-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454511,,http://www.wikidata.org/entity/Q668,India,2004,COMPANY: CliniRx (India)<br>COUNTRY: India<br>FOUNDATION: 2004
55454524,29.571745,-95.10653,LivaNova (United States),Point(-95.106527 29.571744),1987-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454524,,http://www.wikidata.org/entity/Q30,United States of America,1987,COMPANY: LivaNova (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1987
55454525,28.485516,77.07151,Daiichi Sankyo (India),Point(77.07151 28.485516),2007-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454525,,http://www.wikidata.org/entity/Q668,India,2007,COMPANY: Daiichi Sankyo (India)<br>COUNTRY: India<br>FOUNDATION: 2007
55454527,9.997558,76.31599,Dhathri Ayurveda (India),Point(76.315984 9.997558),,,http://www.wikidata.org/entity/Q55454527,,http://www.wikidata.org/entity/Q668,India,,COMPANY: Dhathri Ayurveda (India)<br>COUNTRY: India<br>FOUNDATION: nan
55454529,28.646294,77.1447,Arbro Pharmaceuticals (India),Point(77.144699 28.646294),1985-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454529,,http://www.wikidata.org/entity/Q668,India,1985,COMPANY: Arbro Pharmaceuticals (India)<br>COUNTRY: India<br>FOUNDATION: 1985
55454531,19.072296,72.86225,DSM (India),Point(72.862255 19.072297),1902-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454531,,http://www.wikidata.org/entity/Q668,India,1902,COMPANY: DSM (India)<br>COUNTRY: India<br>FOUNDATION: 1902
55454532,12.982077,77.72596,Navitas Life Sciences (India),Point(77.725957 12.982077),2015-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454532,,http://www.wikidata.org/entity/Q668,India,2015,COMPANY: Navitas Life Sciences (India)<br>COUNTRY: India<br>FOUNDATION: 2015
55454537,52.24964,-7.162236,OPKO Health (Ireland),Point(-7.162236 52.249643),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454537,,http://www.wikidata.org/entity/Q27,Ireland,2013,COMPANY: OPKO Health (Ireland)<br>COUNTRY: Ireland<br>FOUNDATION: 2013
55454539,12.969348,80.226036,Icon (India),Point(80.226039 12.969348),1997-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q55454539,,http://www.wikidata.org/entity/Q668,India,1997,COMPANY: Icon (India)<br>COUNTRY: India<br>FOUNDATION: 1997
