ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
64141792,34.13621,-118.12025,Hqphotonics (United States),Point(-118.120246 34.136212),2012-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141792,,http://www.wikidata.org/entity/Q30,United States of America,2012.0,COMPANY: Hqphotonics (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2012
64141793,43.611095,-116.16361,Idaho Scientific (United States),Point(-116.163616 43.611096),2014-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141793,,http://www.wikidata.org/entity/Q30,United States of America,2014.0,COMPANY: Idaho Scientific (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2014
64141794,38.988297,-76.538216,InfoAssure (United States),Point(-76.538218 38.988295),1997-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141794,,http://www.wikidata.org/entity/Q30,United States of America,1997.0,COMPANY: InfoAssure (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1997
64141795,39.150055,-77.61909,Inertial Labs (United States),Point(-77.619085 39.150054),2001-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141795,,http://www.wikidata.org/entity/Q30,United States of America,2001.0,COMPANY: Inertial Labs (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2001
64141797,37.669147,-121.867905,HTD Biosystems (United States),Point(-121.867907 37.669148),2001-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141797,,http://www.wikidata.org/entity/Q30,United States of America,2001.0,COMPANY: HTD Biosystems (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2001
64141798,33.881344,-118.39107,InertialWave (United States),Point(-118.391069 33.881345),2014-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141798,,http://www.wikidata.org/entity/Q30,United States of America,2014.0,COMPANY: InertialWave (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2014
64141799,39.05071,-76.93883,Innovital Systems (United States),Point(-76.938829 39.050709),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141799,,http://www.wikidata.org/entity/Q30,United States of America,2013.0,COMPANY: Innovital Systems (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2013
64141801,34.147266,-118.14689,Infinid Technologies (United States),Point(-118.14689 34.147266),2004-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141801,,http://www.wikidata.org/entity/Q30,United States of America,2004.0,COMPANY: Infinid Technologies (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2004
64141802,39.147,-92.683495,Inovatia Laboratories (United States),Point(-92.683498 39.146998),1994-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141802,,http://www.wikidata.org/entity/Q30,United States of America,1994.0,COMPANY: Inovatia Laboratories (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1994
64141803,38.919765,-77.219635,MorganFranklin (United States),Point(-77.219635 38.919764),1998-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141803,,http://www.wikidata.org/entity/Q30,United States of America,1998.0,COMPANY: MorganFranklin (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1998
64141805,38.948444,-77.3619,Inscope International (United States),Point(-77.361898 38.948444),2002-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141805,,http://www.wikidata.org/entity/Q30,United States of America,2002.0,COMPANY: Inscope International (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2002
64141807,41.89612,-72.64397,Infinity (United States),Point(-72.643968 41.896117),2002-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141807,,http://www.wikidata.org/entity/Q30,United States of America,2002.0,COMPANY: Infinity (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2002
64141808,39.956013,-75.19354,Infrascan (United States),Point(-75.193542 39.956012),2004-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141808,,http://www.wikidata.org/entity/Q30,United States of America,2004.0,COMPANY: Infrascan (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2004
64141809,37.45131,-122.11271,Inscopix (United States),Point(-122.11271 37.451311),2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141809,,http://www.wikidata.org/entity/Q30,United States of America,2011.0,COMPANY: Inscopix (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2011
64141810,25.79076,-80.21192,InflamaCore (United States),Point(-80.211924 25.79076),2009-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141810,,http://www.wikidata.org/entity/Q30,United States of America,2009.0,COMPANY: InflamaCore (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2009
64141812,32.906075,-117.242966,Inhibrx (United States),Point(-117.242968 32.906076),2010-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141812,,http://www.wikidata.org/entity/Q30,United States of America,2010.0,COMPANY: Inhibrx (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2010
64141813,37.76983,-122.4083,Influx (United States),Point(-122.4083 37.769829),2013-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141813,,http://www.wikidata.org/entity/Q30,United States of America,2013.0,COMPANY: Influx (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2013
64141814,37.4019,-122.02876,Insilixa (United States),Point(-122.028766 37.4019),2011-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141814,,http://www.wikidata.org/entity/Q30,United States of America,2011.0,COMPANY: Insilixa (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2011
64141815,37.32985,-122.04707,Integrated Optical Circuit Consultants (United States),Point(-122.04707 37.329849),1988-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141815,,http://www.wikidata.org/entity/Q30,United States of America,1988.0,COMPANY: Integrated Optical Circuit Consultants (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 1988
64141817,42.41622,-71.12658,Inkbit (United States),Point(-71.126581 42.416221),2016-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141817,,http://www.wikidata.org/entity/Q30,United States of America,2016.0,COMPANY: Inkbit (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2016
64141820,43.057743,-89.47782,Intraband (United States),Point(-89.477824 43.057743),2007-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141820,,http://www.wikidata.org/entity/Q30,United States of America,2007.0,COMPANY: Intraband (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2007
64141821,34.73476,-86.67655,Integration Innovation (United States),Point(-86.676553 34.734762),2007-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q64141821,,http://www.wikidata.org/entity/Q30,United States of America,2007.0,COMPANY: Integration Innovation (United States)<br>COUNTRY: United States of America<br>FOUNDATION: 2007
